Va,Vb,Vc,Ia,Ib,Ic,fault_type,cascade_severity,sections_affected,blackout_risk
-0.2,95.6,-94.9,4487.9,5002.7,4972.9,LLLG,5,5,1
0.9,473.1,-470.5,3704.8,4021.5,4378.7,LLL,4,4,1
-3.4,949.3,-9504.9,2832.7,2376.2,488.5,LLG,3,3,0
76.8,9501.8,-9587.7,475.0,493.3,513.5,NO,0,0,0
13.2,2881.0,-9468.7,2160.6,2011.8,497.8,LL,2,2,0
-36.7,9559.8,-9399.8,513.8,481.4,490.2,NO,0,0,0
-7.6,2867.0,-9510.8,2016.5,2061.0,504.0,LL,2,2,0
-103.0,9535.3,-9560.4,506.2,509.6,480.1,NO,0,0,0
-8.0,954.2,-9526.2,2778.0,2556.5,495.3,LLG,3,3,0
13.0,9487.0,-9477.8,494.1,509.5,523.2,NO,0,0,0
-0.3,95.6,-95.5,4942.7,5065.6,4987.2,LLLG,5,5,1
7.7,9469.0,-9546.8,2398.3,488.9,541.2,LG,1,1,0
0.1,957.9,-9566.7,3120.2,2519.9,473.2,LLG,3,3,0
35.0,2842.1,-9496.2,1988.1,1930.0,477.5,LL,2,2,0
11.0,948.1,-9584.8,2895.6,2416.2,456.2,LLG,3,3,0
66.5,9404.2,-9597.2,526.9,515.6,519.6,NO,0,0,0
19.4,2844.0,-9485.1,1900.8,2021.1,498.9,LL,2,2,0
-8.7,950.6,-9545.5,2776.1,2712.9,504.8,LLG,3,3,0
1.8,476.0,-481.3,4015.2,4195.5,4141.8,LLL,4,4,1
-3.5,478.2,-473.1,4155.6,3799.9,4142.7,LLL,4,4,1
1.2,477.2,-473.3,4260.2,3838.7,3877.8,LLL,4,4,1
2.7,9561.3,-9438.5,2574.2,496.2,503.2,LG,1,1,0
-2.0,9536.7,-9484.6,2360.5,521.3,477.3,LG,1,1,0
-11.8,2819.5,-9521.9,2088.1,2008.2,495.5,LL,2,2,0
-3.9,478.7,-476.6,4125.5,4079.3,3669.2,LLL,4,4,1
-2.1,2853.5,-9473.3,1966.6,1969.9,491.3,LL,2,2,0
4.3,961.4,-9557.8,2880.1,2550.0,462.5,LLG,3,3,0
11.5,9522.6,-9455.9,491.8,492.8,524.0,NO,0,0,0
52.2,9534.6,-9463.8,513.5,492.6,518.5,NO,0,0,0
3.9,478.0,-475.4,4174.8,4023.5,4165.0,LLL,4,4,1
4.5,953.6,-9601.5,2903.6,2634.5,489.0,LLG,3,3,0
-0.9,95.7,-95.2,4823.4,4783.7,5144.9,LLLG,5,5,1
-0.6,95.9,-95.2,5134.7,4997.2,5053.7,LLLG,5,5,1
-10.4,9466.2,-9531.3,485.1,497.6,528.0,NO,0,0,0
-37.2,9573.3,-9522.4,498.5,463.8,502.7,NO,0,0,0
20.5,2824.8,-9477.4,1903.1,2117.5,507.6,LL,2,2,0
-1.7,959.7,-9430.4,3349.4,2508.7,518.5,LLG,3,3,0
-0.2,476.9,-474.3,3916.6,4010.8,4215.6,LLL,4,4,1
7.2,2841.6,-9627.1,1896.2,1869.6,490.3,LL,2,2,0
-15.5,2865.4,-9546.9,2040.4,1904.7,500.6,LL,2,2,0
5.7,9564.4,-9533.8,2355.5,494.9,489.3,LG,1,1,0
52.7,9459.7,-9476.0,495.7,504.9,488.5,NO,0,0,0
-0.9,95.7,-94.9,5080.8,4614.7,4516.3,LLLG,5,5,1
-7.5,952.6,-9539.4,2967.9,2521.7,496.3,LLG,3,3,0
1.5,478.2,-474.7,4002.4,3967.5,3791.7,LLL,4,4,1
3.9,955.5,-9518.4,3066.5,2472.1,494.0,LLG,3,3,0
0.3,479.5,-470.9,3987.5,4004.8,3958.1,LLL,4,4,1
5.8,951.3,-9501.1,3192.0,2512.0,506.1,LLG,3,3,0
0.5,479.2,-472.4,3755.9,4113.5,3753.9,LLL,4,4,1
2.4,954.0,-9603.1,2906.6,2587.6,503.0,LLG,3,3,0
-0.4,9455.9,-9553.0,2560.8,518.5,517.5,LG,1,1,0
-20.3,9509.0,-9611.8,478.3,498.1,496.3,NO,0,0,0
-0.4,478.3,-479.0,4055.7,4421.9,4135.7,LLL,4,4,1
5.9,951.8,-9541.9,2850.2,2387.5,476.1,LLG,3,3,0
-1.4,2864.7,-9553.6,1992.6,2056.6,478.0,LL,2,2,0
-1.0,470.6,-479.1,4137.6,4113.6,4087.6,LLL,4,4,1
-6.8,2848.1,-9483.9,2049.8,2034.6,541.4,LL,2,2,0
0.3,95.2,-96.0,4663.1,5038.6,5033.3,LLLG,5,5,1
2.7,947.7,-9430.3,3076.8,2375.7,514.0,LLG,3,3,0
-8.0,944.2,-9478.9,2972.8,2393.3,501.7,LLG,3,3,0
-5.5,945.4,-9479.1,3203.4,2536.1,494.4,LLG,3,3,0
1.4,957.7,-9462.5,2735.4,2452.7,503.0,LLG,3,3,0
1.1,480.2,-474.9,3908.2,3852.0,4113.9,LLL,4,4,1
22.6,9469.9,-9661.7,526.3,509.8,483.5,NO,0,0,0
1.5,9509.5,-9552.7,515.7,492.5,460.9,NO,0,0,0
10.2,964.3,-9525.6,3231.0,2403.7,516.8,LLG,3,3,0
110.1,9498.3,-9527.4,501.5,501.9,493.8,NO,0,0,0
-2.8,473.1,-478.6,3976.4,3690.4,4022.8,LLL,4,4,1
2.7,953.2,-9555.8,2929.9,2379.0,503.9,LLG,3,3,0
0.2,94.9,-95.8,5322.9,4884.9,4978.5,LLLG,5,5,1
0.5,9530.8,-9450.7,2634.4,495.8,487.2,LG,1,1,0
2.2,9498.7,-9408.8,2782.4,525.4,495.3,LG,1,1,0
2.1,480.0,-476.8,4134.9,3900.0,3848.3,LLL,4,4,1
-0.3,9561.3,-9545.9,2528.6,540.9,479.3,LG,1,1,0
9.4,953.8,-9551.4,2975.7,2245.3,540.4,LLG,3,3,0
44.0,9573.4,-9625.2,500.9,485.4,521.1,NO,0,0,0
172.2,9573.2,-9626.1,507.3,519.4,499.0,NO,0,0,0
0.0,477.6,-472.2,4051.5,4112.6,3876.7,LLL,4,4,1
0.4,95.0,-95.1,5117.7,5077.8,5147.6,LLLG,5,5,1
0.2,475.0,-477.7,3753.8,4166.4,3936.9,LLL,4,4,1
16.9,2852.9,-9504.9,2068.2,1989.2,494.6,LL,2,2,0
3.6,475.9,-475.3,3862.4,4251.6,4165.5,LLL,4,4,1
-16.4,950.2,-9555.6,2827.8,2453.5,463.6,LLG,3,3,0
-4.4,951.8,-9504.6,3071.3,2400.2,500.5,LLG,3,3,0
-2.6,9587.9,-9462.6,511.1,495.2,536.2,NO,0,0,0
-6.6,9531.2,-9468.0,513.2,498.7,492.0,NO,0,0,0
1.8,951.0,-9516.2,3026.0,2402.0,500.7,LLG,3,3,0
-2.4,9591.5,-9579.4,2693.8,497.4,498.1,LG,1,1,0
-50.6,9485.4,-9490.4,506.9,498.1,508.8,NO,0,0,0
3.7,477.6,-472.5,4061.5,4074.6,3857.4,LLL,4,4,1
2.2,478.0,-478.7,3933.4,4120.4,4154.3,LLL,4,4,1
-18.9,9541.2,-9517.4,518.4,478.7,527.0,NO,0,0,0
3.1,9542.4,-9565.7,2444.8,480.3,503.8,LG,1,1,0
0.4,95.1,-94.9,4862.4,4786.6,4837.0,LLLG,5,5,1
109.5,9542.7,-9561.9,472.4,483.1,450.6,NO,0,0,0
-18.2,9537.8,-9556.6,470.2,508.1,509.1,NO,0,0,0
0.3,9572.1,-9535.5,2568.2,519.0,494.9,LG,1,1,0
-2.2,474.4,-473.4,3914.6,3761.2,3909.3,LLL,4,4,1
3.6,479.2,-474.1,4078.1,3947.5,3964.6,LLL,4,4,1
8.6,9509.5,-9470.6,498.4,498.0,524.0,NO,0,0,0
101.7,9520.7,-9474.5,490.8,506.6,495.2,NO,0,0,0
0.5,94.6,-96.5,5327.8,5134.3,5085.2,LLLG,5,5,1
72.0,9427.2,-9547.8,529.7,497.6,481.6,NO,0,0,0
-0.4,94.8,-95.1,4955.4,4905.6,5108.5,LLLG,5,5,1
-0.9,2856.1,-9507.8,2045.1,1976.0,491.7,LL,2,2,0
0.2,95.2,-94.3,4725.7,5102.0,4471.6,LLLG,5,5,1
3.8,948.8,-9496.0,2830.6,2490.4,511.9,LLG,3,3,0
2.7,475.6,-475.6,3989.8,4125.9,4188.1,LLL,4,4,1
0.4,94.9,-95.2,4888.7,5301.6,5142.8,LLLG,5,5,1
-69.0,9536.2,-9546.1,510.5,468.6,479.1,NO,0,0,0
2.4,956.9,-9548.2,3135.8,2565.7,514.1,LLG,3,3,0
5.5,948.9,-9506.6,3034.2,2470.1,508.4,LLG,3,3,0
108.7,9481.4,-9499.2,480.1,516.8,473.2,NO,0,0,0
-0.1,952.1,-9446.0,3074.8,2341.1,483.2,LLG,3,3,0
32.2,9503.0,-9663.7,482.7,505.1,512.5,NO,0,0,0
-8.5,2849.2,-9445.9,2035.0,1906.7,494.0,LL,2,2,0
67.4,9558.8,-9491.7,503.3,499.0,521.3,NO,0,0,0
7.2,9529.0,-9576.0,2450.0,473.6,535.4,LG,1,1,0
-45.2,9514.7,-9556.3,513.5,463.8,489.5,NO,0,0,0
-1.5,474.6,-477.5,4087.0,4097.2,4189.6,LLL,4,4,1
8.2,2850.1,-9437.7,1976.0,1986.2,543.0,LL,2,2,0
1.9,474.1,-476.8,4088.9,4143.2,4151.1,LLL,4,4,1
-18.5,2852.8,-9552.5,1895.4,2094.2,498.9,LL,2,2,0
52.9,9488.8,-9565.7,503.0,510.0,508.7,NO,0,0,0
3.3,476.5,-480.1,3952.6,4070.6,4370.0,LLL,4,4,1
-3.9,475.0,-471.8,4305.3,4010.9,4085.2,LLL,4,4,1
-10.1,945.9,-9547.5,2792.7,2303.9,555.0,LLG,3,3,0
-12.0,2871.1,-9524.8,1960.1,2026.0,510.8,LL,2,2,0
8.0,2865.4,-9446.0,1878.2,1965.4,482.1,LL,2,2,0
-3.5,9626.0,-9545.2,2232.8,468.0,521.3,LG,1,1,0
-25.8,9484.5,-9535.0,491.2,525.7,473.9,NO,0,0,0
0.7,474.9,-479.2,4033.5,3826.3,3718.2,LLL,4,4,1
-3.1,952.8,-9526.8,3105.7,2467.8,481.6,LLG,3,3,0
4.2,2850.0,-9525.8,2124.8,1937.1,490.6,LL,2,2,0
1.2,478.5,-477.7,3934.3,4106.5,4104.0,LLL,4,4,1
1.5,9499.7,-9450.9,2313.1,506.6,527.0,LG,1,1,0
3.6,2865.9,-9450.8,2017.4,2078.5,510.5,LL,2,2,0
-4.1,2838.1,-9434.8,1835.7,1949.3,505.2,LL,2,2,0
-65.5,9579.9,-9526.2,498.6,503.7,521.1,NO,0,0,0
7.4,9508.0,-9520.7,2284.9,514.9,465.6,LG,1,1,0
-16.7,2839.5,-9575.7,2181.2,1965.3,479.8,LL,2,2,0
42.8,9496.6,-9552.8,456.3,485.8,534.5,NO,0,0,0
-3.5,951.0,-9544.2,3102.9,2342.9,528.9,LLG,3,3,0
-11.3,2858.4,-9547.7,2029.2,2005.3,482.3,LL,2,2,0
-0.3,95.0,-95.2,5146.7,4747.2,4976.0,LLLG,5,5,1
-1.7,476.0,-474.4,3789.3,4022.4,4291.0,LLL,4,4,1
-102.8,9533.6,-9522.9,493.6,501.6,503.8,NO,0,0,0
3.8,959.1,-9535.5,3042.7,2612.8,518.1,LLG,3,3,0
-8.3,2846.2,-9522.9,1985.3,1956.4,542.3,LL,2,2,0
3.1,941.8,-9582.6,2782.6,2451.6,494.7,LLG,3,3,0
6.7,2862.9,-9623.2,1971.8,1950.7,506.0,LL,2,2,0
35.0,2842.6,-9466.3,1882.7,2048.2,522.6,LL,2,2,0
-2.2,476.4,-476.8,3732.8,4056.4,4067.4,LLL,4,4,1
-11.2,9576.2,-9442.4,475.3,459.0,509.5,NO,0,0,0
31.3,9538.8,-9489.4,478.3,485.2,524.0,NO,0,0,0
-4.7,2833.2,-9469.2,1947.3,1984.8,513.5,LL,2,2,0
3.7,959.2,-9540.7,2835.6,2562.8,494.4,LLG,3,3,0
-0.1,95.3,-94.6,5120.7,5205.0,5173.9,LLLG,5,5,1
6.2,2848.2,-9526.6,1967.2,1991.1,527.5,LL,2,2,0
-29.7,9511.1,-9444.4,503.6,538.9,462.6,NO,0,0,0
3.9,9539.1,-9576.7,2430.3,514.7,514.8,LG,1,1,0
105.3,9475.0,-9538.8,485.3,500.7,503.3,NO,0,0,0
-27.1,9510.0,-9472.8,528.4,499.3,506.4,NO,0,0,0
7.1,955.7,-9547.8,3099.7,2467.6,544.4,LLG,3,3,0
-17.3,9470.6,-9476.9,503.0,484.8,484.8,NO,0,0,0
6.0,959.8,-9488.7,2920.2,2422.8,563.0,LLG,3,3,0
51.3,9540.3,-9502.0,505.9,477.3,481.5,NO,0,0,0
0.3,95.7,-95.0,5340.9,5134.1,4858.2,LLLG,5,5,1
-0.2,95.6,-95.9,5180.6,4956.6,5013.2,LLLG,5,5,1
-1.7,957.3,-9454.5,2974.5,2546.0,471.2,LLG,3,3,0
2.0,477.4,-476.4,4101.9,3876.5,3881.4,LLL,4,4,1
1.6,473.9,-474.4,3899.5,4178.9,3979.4,LLL,4,4,1
1.7,480.1,-475.3,3933.8,3864.7,3540.1,LLL,4,4,1
-0.3,473.4,-473.2,3998.3,3855.6,3848.9,LLL,4,4,1
-13.8,9563.0,-9559.3,506.3,488.8,439.9,NO,0,0,0
-0.3,95.1,-94.8,4855.9,5014.2,4984.2,LLLG,5,5,1
51.7,9627.7,-9514.9,542.5,469.8,498.8,NO,0,0,0
-19.9,9633.3,-9543.6,494.3,519.4,508.6,NO,0,0,0
2.3,955.6,-9534.1,3148.0,2503.4,478.9,LLG,3,3,0
-0.7,953.1,-9456.5,3183.6,2667.5,511.4,LLG,3,3,0
-0.1,2842.6,-9560.1,2020.8,1919.2,481.4,LL,2,2,0
-0.3,476.1,-470.8,3920.4,3923.8,3877.8,LLL,4,4,1
0.8,477.9,-479.6,4009.3,3993.6,3750.1,LLL,4,4,1
-0.1,473.7,-479.7,4067.1,3850.7,4153.5,LLL,4,4,1
-1.6,9518.4,-9599.4,2607.2,526.9,499.3,LG,1,1,0
11.6,9495.1,-9362.9,2667.1,519.1,498.9,LG,1,1,0
3.1,2846.7,-9556.6,2053.8,1884.1,490.0,LL,2,2,0
-2.1,479.3,-475.1,4167.1,4074.9,4083.8,LLL,4,4,1
1.0,938.9,-9486.8,2815.3,2462.7,470.3,LLG,3,3,0
100.3,9502.6,-9529.0,509.8,512.8,458.5,NO,0,0,0
-1.4,954.1,-9562.0,2996.0,2577.5,492.8,LLG,3,3,0
-0.1,95.3,-95.9,5061.3,5361.7,5026.0,LLLG,5,5,1
20.5,9602.3,-9550.0,508.0,438.4,479.6,NO,0,0,0
0.3,957.1,-9602.2,3108.7,2455.3,516.9,LLG,3,3,0
-58.8,9530.5,-9522.8,517.8,489.1,502.5,NO,0,0,0
61.7,9512.8,-9469.7,501.4,465.4,504.7,NO,0,0,0
-3.4,9477.7,-9507.3,2532.1,475.0,510.3,LG,1,1,0
16.7,2852.9,-9389.0,1978.9,2144.7,525.8,LL,2,2,0
34.8,9521.5,-9484.8,495.8,500.5,511.6,NO,0,0,0
4.3,9620.4,-9548.9,2541.3,513.3,459.0,LG,1,1,0
0.6,473.4,-473.8,4008.0,4176.3,4395.8,LLL,4,4,1
8.6,953.2,-9433.1,3071.8,2485.4,522.8,LLG,3,3,0
25.4,2866.6,-9505.4,2026.5,2031.5,505.9,LL,2,2,0
-0.9,475.6,-471.6,4183.9,3922.4,3980.5,LLL,4,4,1
0.3,470.3,-475.8,3928.3,3833.3,4218.3,LLL,4,4,1
4.7,955.1,-9485.9,2954.3,2619.9,496.2,LLG,3,3,0
-34.9,9536.4,-9474.0,520.8,506.6,509.6,NO,0,0,0
46.7,9559.8,-9504.7,534.7,472.4,511.5,NO,0,0,0
81.4,9499.1,-9593.7,500.3,531.7,519.5,NO,0,0,0
4.0,958.8,-9583.0,2876.3,2434.9,493.9,LLG,3,3,0
-17.6,9585.2,-9409.2,485.8,497.5,491.2,NO,0,0,0
-6.8,2874.9,-9559.6,1853.7,1945.2,490.8,LL,2,2,0
-4.0,949.5,-9529.2,2823.0,2427.9,468.7,LLG,3,3,0
-0.3,944.8,-9523.0,3039.1,2577.1,481.0,LLG,3,3,0
2.7,476.5,-480.1,3748.2,4025.8,3920.9,LLL,4,4,1
10.0,954.2,-9574.7,2895.3,2398.4,524.4,LLG,3,3,0
-7.0,9520.4,-9567.8,2425.6,517.5,502.4,LG,1,1,0
3.5,475.4,-476.7,4168.0,4127.5,3849.9,LLL,4,4,1
-6.6,2887.0,-9515.9,1934.1,1909.1,523.1,LL,2,2,0
4.1,2865.2,-9581.6,2185.7,2035.8,504.0,LL,2,2,0
0.3,481.0,-477.2,4204.0,3967.2,3894.1,LLL,4,4,1
2.6,950.9,-9539.3,3125.0,2532.9,515.1,LLG,3,3,0
-62.9,9543.1,-9535.8,499.4,506.6,534.2,NO,0,0,0
-43.5,9488.1,-9505.6,466.2,498.6,500.7,NO,0,0,0
-1.8,956.7,-9557.2,2802.5,2567.1,497.0,LLG,3,3,0
6.1,9454.0,-9656.4,2562.3,484.1,508.0,LG,1,1,0
-72.7,9537.4,-9516.0,498.7,471.3,526.6,NO,0,0,0
-48.6,9466.1,-9449.3,498.6,458.0,490.3,NO,0,0,0
-0.9,472.7,-476.4,3720.9,3882.4,4053.8,LLL,4,4,1
-22.6,2865.1,-9514.4,2079.1,2131.8,514.7,LL,2,2,0
-107.0,9554.1,-9499.3,469.7,498.9,501.9,NO,0,0,0
11.9,9480.2,-9629.6,2413.1,491.5,482.7,LG,1,1,0
-10.7,2847.3,-9596.0,2009.1,2040.0,502.8,LL,2,2,0
2.2,949.8,-9555.0,3109.6,2440.3,501.3,LLG,3,3,0
-4.0,945.2,-9574.5,3056.9,2648.5,480.0,LLG,3,3,0
0.2,96.2,-95.2,4834.5,4968.7,4799.7,LLLG,5,5,1
2.7,9528.9,-9521.1,2448.3,513.7,490.7,LG,1,1,0
0.9,470.8,-475.7,4303.9,4294.8,3861.5,LLL,4,4,1
-4.4,949.8,-9467.1,3071.9,2512.4,488.4,LLG,3,3,0
0.8,471.9,-473.4,3825.3,4244.3,4095.1,LLL,4,4,1
33.3,9548.1,-9639.8,544.5,513.2,519.0,NO,0,0,0
4.9,478.9,-479.6,3844.2,3975.3,3953.9,LLL,4,4,1
-30.0,9483.8,-9536.2,520.2,465.5,484.3,NO,0,0,0
0.7,94.5,-95.1,5393.4,5074.7,5071.1,LLLG,5,5,1
3.2,950.8,-9502.0,2838.6,2497.3,502.2,LLG,3,3,0
-0.0,95.9,-95.7,5041.8,4594.9,4844.2,LLLG,5,5,1
97.0,9517.0,-9568.4,527.9,502.5,481.6,NO,0,0,0
-4.5,474.0,-475.0,4217.5,4102.3,4092.2,LLL,4,4,1
2.8,474.7,-479.0,4192.4,4320.8,3949.7,LLL,4,4,1
4.3,2861.7,-9487.0,1936.1,1902.6,483.1,LL,2,2,0
-22.0,2888.7,-9539.4,1886.8,2024.4,506.4,LL,2,2,0
-90.1,9494.4,-9557.8,520.3,493.3,492.7,NO,0,0,0
-0.0,95.5,-95.7,4854.7,5045.4,4537.8,LLLG,5,5,1
5.1,9543.9,-9516.8,2583.9,525.7,485.0,LG,1,1,0
-1.9,958.1,-9502.4,3059.2,2411.9,520.5,LLG,3,3,0
3.4,473.2,-479.4,3885.7,4027.5,4178.9,LLL,4,4,1
-0.0,95.0,-94.9,4928.3,5271.3,5163.9,LLLG,5,5,1
-6.4,9459.3,-9578.2,2456.2,497.1,493.9,LG,1,1,0
53.4,9479.0,-9481.5,516.3,482.9,508.6,NO,0,0,0
-42.6,9424.5,-9473.4,523.8,493.5,500.7,NO,0,0,0
-0.2,95.4,-95.0,5314.8,5238.2,4804.8,LLLG,5,5,1
-12.2,9514.7,-9589.7,488.0,492.5,521.7,NO,0,0,0
-7.4,2863.7,-9544.5,2058.4,1993.4,508.1,LL,2,2,0
3.5,954.7,-9557.5,3106.9,2471.6,484.2,LLG,3,3,0
7.6,950.1,-9575.8,2858.8,2481.1,532.1,LLG,3,3,0
-23.2,9458.5,-9608.7,492.7,553.0,517.6,NO,0,0,0
59.5,9494.2,-9630.7,491.0,477.1,517.6,NO,0,0,0
8.7,9625.8,-9564.4,497.2,521.8,515.2,NO,0,0,0
1.8,475.9,-474.9,4309.3,3796.3,3843.7,LLL,4,4,1
60.2,9587.0,-9538.6,506.7,491.6,490.3,NO,0,0,0
-126.6,9529.3,-9555.4,511.3,492.8,508.1,NO,0,0,0
0.1,94.7,-94.4,4857.7,5034.1,4928.0,LLLG,5,5,1
4.4,2855.0,-9490.9,1908.2,1861.1,462.0,LL,2,2,0
-8.6,2836.7,-9613.8,2102.9,2047.0,518.4,LL,2,2,0
0.2,94.1,-95.5,5001.7,4766.3,5006.5,LLLG,5,5,1
-17.1,9595.8,-9575.8,513.8,500.4,516.9,NO,0,0,0
-55.4,9475.5,-9553.0,513.0,470.0,474.7,NO,0,0,0
-3.0,484.7,-471.6,3750.3,4090.7,3782.4,LLL,4,4,1
-1.2,478.6,-475.0,3634.0,3981.1,3803.7,LLL,4,4,1
15.4,9444.4,-9520.1,486.1,483.6,479.5,NO,0,0,0
-85.5,9547.7,-9497.5,509.0,508.9,537.0,NO,0,0,0
12.8,954.6,-9478.7,3148.3,2670.2,510.5,LLG,3,3,0
-79.6,9568.7,-9504.9,477.3,490.4,498.4,NO,0,0,0
7.2,9646.2,-9458.8,486.6,547.6,504.1,NO,0,0,0
8.1,954.7,-9460.3,3090.5,2664.3,550.1,LLG,3,3,0
50.9,9497.5,-9533.8,493.2,471.5,497.0,NO,0,0,0
-0.4,475.4,-475.3,4034.9,3953.0,4216.3,LLL,4,4,1
-0.7,96.1,-95.3,5491.8,4921.0,4709.5,LLLG,5,5,1
51.8,9484.5,-9670.0,479.5,496.0,515.3,NO,0,0,0
1.5,959.6,-9496.3,3097.6,2502.9,491.2,LLG,3,3,0
-13.0,2855.4,-9565.4,2082.4,1929.3,487.2,LL,2,2,0
1.7,477.6,-476.7,3890.1,4236.6,3824.2,LLL,4,4,1
-0.1,959.3,-9497.0,2883.5,2589.4,477.3,LLG,3,3,0
5.4,9457.5,-9591.8,2521.4,524.6,447.0,LG,1,1,0
-18.5,9572.0,-9480.6,517.9,490.7,526.3,NO,0,0,0
-76.7,9593.2,-9490.6,487.7,486.6,507.0,NO,0,0,0
0.1,947.3,-9472.6,3119.8,2325.5,485.9,LLG,3,3,0
-1.1,474.8,-473.2,3786.2,3962.7,4123.8,LLL,4,4,1
-36.5,9507.9,-9576.1,454.5,514.0,498.3,NO,0,0,0
10.0,9478.6,-9556.9,543.1,518.0,472.4,NO,0,0,0
-18.1,9464.2,-9578.8,519.6,495.7,529.3,NO,0,0,0
96.9,9447.6,-9551.9,523.0,498.8,499.6,NO,0,0,0
-6.6,9465.4,-9476.2,2518.9,517.2,489.7,LG,1,1,0
61.6,9568.4,-9552.6,529.2,487.5,505.3,NO,0,0,0
16.3,9478.4,-9482.6,517.3,455.7,462.2,NO,0,0,0
34.1,9523.4,-9621.7,483.8,490.4,495.2,NO,0,0,0
-0.3,94.8,-96.2,5434.7,5357.7,4770.9,LLLG,5,5,1
-59.7,9485.1,-9498.7,517.4,490.1,488.9,NO,0,0,0
-0.0,956.4,-9585.9,3049.7,2649.4,484.2,LLG,3,3,0
-5.0,9604.4,-9485.5,2490.2,507.1,509.6,LG,1,1,0
67.6,9489.9,-9554.7,520.3,488.5,486.6,NO,0,0,0
32.4,9549.6,-9536.5,489.3,515.2,528.2,NO,0,0,0
16.6,2843.4,-9492.4,1944.4,1984.3,477.2,LL,2,2,0
3.3,9489.0,-9463.3,516.5,503.8,527.1,NO,0,0,0
1.0,478.7,-473.9,3796.8,4252.9,4405.9,LLL,4,4,1
1.3,477.8,-479.8,4004.1,3913.6,4036.9,LLL,4,4,1
3.6,9490.8,-9435.6,488.7,489.1,513.4,NO,0,0,0
0.7,475.0,-472.8,4059.6,3894.3,3930.0,LLL,4,4,1
2.5,479.6,-475.9,3766.1,4080.6,4054.3,LLL,4,4,1
35.9,9546.6,-9472.9,506.5,515.9,546.0,NO,0,0,0
-0.9,478.8,-474.7,4088.7,3874.6,4146.5,LLL,4,4,1
-5.1,952.2,-9533.7,2834.9,2511.5,477.6,LLG,3,3,0
12.5,2839.2,-9575.5,1912.0,1928.7,523.8,LL,2,2,0
-0.4,961.2,-9544.3,3048.3,2647.9,479.4,LLG,3,3,0
-0.2,95.1,-95.2,4953.1,5085.3,4492.3,LLLG,5,5,1
-6.4,9598.3,-9536.7,2542.1,551.0,524.7,LG,1,1,0
-4.3,477.9,-472.9,4161.2,4226.8,3931.7,LLL,4,4,1
-0.2,475.2,-477.5,4168.4,4055.5,3868.7,LLL,4,4,1
28.4,9489.2,-9545.8,543.5,497.0,497.7,NO,0,0,0
34.6,9564.7,-9540.2,496.4,506.2,500.1,NO,0,0,0
0.9,95.2,-95.8,4935.0,4847.6,5067.5,LLLG,5,5,1
1.2,95.6,-94.8,4668.5,5139.4,5463.7,LLLG,5,5,1
-0.8,9538.9,-9572.0,2478.6,519.2,492.0,LG,1,1,0
-8.3,2819.4,-9466.8,1854.9,2128.1,494.2,LL,2,2,0
-0.8,9484.0,-9517.7,2677.9,520.1,502.2,LG,1,1,0
0.1,95.2,-95.1,4973.2,5340.7,5063.6,LLLG,5,5,1
-9.7,9616.8,-9546.8,2466.1,497.2,511.3,LG,1,1,0
-8.7,2884.3,-9521.2,1906.3,1981.0,512.6,LL,2,2,0
65.3,9566.0,-9502.6,486.8,481.4,490.1,NO,0,0,0
-0.3,473.6,-477.5,4097.6,3942.3,4307.5,LLL,4,4,1
1.7,2864.3,-9493.9,1958.4,2107.4,557.9,LL,2,2,0
7.2,2862.3,-9497.9,2138.4,1803.5,476.9,LL,2,2,0
16.3,9595.7,-9661.6,470.7,481.4,454.2,NO,0,0,0
2.0,9469.9,-9489.6,2621.0,508.0,496.9,LG,1,1,0
33.9,9507.9,-9510.8,535.0,489.6,495.7,NO,0,0,0
28.9,9448.3,-9533.4,452.7,530.0,487.3,NO,0,0,0
-0.4,479.0,-473.7,4010.6,3895.0,4062.3,LLL,4,4,1
3.1,475.1,-477.5,3930.8,3907.3,3920.3,LLL,4,4,1
2.3,9537.4,-9609.3,2570.5,518.2,486.1,LG,1,1,0
-24.6,9393.0,-9488.2,510.7,495.2,506.0,NO,0,0,0
6.9,959.0,-9487.5,3041.0,2717.0,503.9,LLG,3,3,0
3.7,950.9,-9605.1,3017.4,2463.9,476.8,LLG,3,3,0
5.2,9458.4,-9596.4,2355.2,489.9,482.5,LG,1,1,0
-20.6,2858.3,-9525.7,2112.4,2010.1,502.6,LL,2,2,0
1.4,9551.6,-9583.3,2374.5,504.3,496.3,LG,1,1,0
4.9,476.5,-470.1,4104.4,3808.4,3832.0,LLL,4,4,1
-0.7,481.2,-476.0,3740.9,3788.2,3866.5,LLL,4,4,1
-2.3,473.3,-475.9,3968.5,4109.8,3675.2,LLL,4,4,1
-0.5,946.7,-9486.0,2929.7,2499.3,554.5,LLG,3,3,0
-18.4,9487.7,-9519.8,486.6,481.8,503.0,NO,0,0,0
35.0,9560.9,-9517.0,528.9,514.5,475.0,NO,0,0,0
-1.9,2829.9,-9426.1,2020.0,2139.7,506.3,LL,2,2,0
-8.5,2869.7,-9507.6,1970.1,1826.6,485.5,LL,2,2,0
-2.1,477.7,-480.8,3912.3,4210.8,4299.6,LLL,4,4,1
4.3,473.4,-474.7,3690.9,4069.4,3868.3,LLL,4,4,1
-5.4,9435.6,-9599.3,2541.3,479.8,503.4,LG,1,1,0
49.4,9540.3,-9451.0,492.4,504.4,525.0,NO,0,0,0
-1.4,470.8,-476.6,4013.0,3925.3,3882.9,LLL,4,4,1
