temperature,vacuum,pressure,humidity,power_output,brush_stress,high_stress
23.9,70.7,1007.39,28.2,468.56,0.474,0
13.2,72.4,1024.88,98.7,483.43,0.611,1
19.0,60.8,1009.16,59.0,469.26,0.543,0
27.8,77.0,1018.52,28.5,465.17,0.524,0
10.7,59.8,1024.83,42.3,501.31,0.322,0
11.6,57.1,992.41,93.8,494.91,0.551,0
23.5,42.0,1032.42,84.0,467.38,0.695,1
29.6,30.6,992.51,82.5,465.01,0.76,1
22.6,55.5,1025.38,89.1,468.87,0.703,1
25.9,31.8,1001.49,97.6,470.38,0.77,1
28.0,41.9,1028.82,30.6,471.71,0.522,0
5.4,62.3,1002.14,52.2,511.81,0.283,0
14.4,62.9,994.53,90.8,477.0,0.604,1
18.4,57.2,1005.01,67.2,474.17,0.559,0
30.0,63.0,1010.97,60.8,453.75,0.7,1
27.0,26.3,1023.42,50.8,465.52,0.604,1
24.6,44.7,1002.1,55.6,470.84,0.587,0
7.0,69.2,1029.0,26.5,517.32,0.187,0
15.3,65.3,1032.8,95.8,481.18,0.627,1
5.8,80.6,1009.21,37.3,505.78,0.24,0
36.9,36.1,993.95,74.6,435.2,0.867,1
16.7,49.5,993.9,82.6,484.5,0.581,0
34.2,53.1,1029.17,50.9,451.58,0.71,1
20.4,65.0,1026.18,34.4,476.42,0.446,0
25.8,64.7,1003.29,93.3,461.68,0.769,1
15.2,42.1,1027.91,74.8,486.99,0.529,0
34.8,39.0,1003.24,25.6,459.75,0.599,0
14.4,50.3,1030.29,73.1,493.35,0.502,0
11.5,69.7,1001.12,97.9,482.1,0.591,0
19.2,68.0,1026.3,49.8,471.79,0.503,0
3.5,63.8,1025.53,46.1,513.26,0.236,0
33.9,79.3,1017.44,28.8,450.44,0.62,1
33.7,59.6,1016.43,30.2,461.38,0.603,1
27.9,30.2,1010.08,69.1,460.94,0.696,1
20.3,31.8,1020.99,80.9,482.83,0.618,1
33.6,74.9,1003.62,35.9,448.02,0.651,1
6.3,26.7,1008.13,69.1,509.95,0.365,0
10.0,30.1,1011.52,95.6,498.71,0.533,0
18.4,64.6,1025.51,43.8,481.52,0.451,0
30.5,54.4,1005.31,93.8,454.43,0.836,1
23.1,37.1,1025.21,50.6,477.32,0.537,0
35.5,40.8,1030.98,95.0,443.37,0.918,1
29.9,64.7,999.65,58.4,458.3,0.68,1
15.9,31.5,1010.77,35.6,497.46,0.359,0
13.5,51.3,995.92,57.4,490.79,0.434,0
27.5,48.8,1024.59,35.4,473.47,0.532,0
23.6,36.8,1027.24,27.3,490.52,0.424,0
16.5,41.3,1016.22,86.9,486.26,0.593,0
11.3,66.8,1032.83,94.3,497.93,0.543,0
8.7,45.0,1005.94,41.5,509.03,0.282,0
27.4,40.6,1016.77,47.2,469.54,0.586,0
20.2,57.3,1031.41,87.2,479.75,0.648,1
28.6,46.5,1013.28,55.5,466.06,0.639,1
14.0,73.3,996.1,26.9,489.85,0.32,0
19.1,61.7,1025.26,38.9,488.67,0.425,0
9.6,72.1,1015.09,58.8,498.66,0.382,0
21.1,46.6,1031.36,27.8,488.6,0.402,0
6.4,57.3,1010.33,50.3,498.89,0.313,0
5.3,26.9,1011.3,56.9,515.6,0.293,0
5.7,67.9,993.03,97.1,502.01,0.486,0
33.7,31.3,1023.73,85.8,461.46,0.825,1
5.5,29.8,993.1,94.3,508.39,0.46,0
23.5,42.4,1016.87,47.4,475.23,0.534,0
8.3,73.2,1000.21,34.9,504.48,0.261,0
27.9,69.1,1028.25,29.3,464.65,0.53,0
27.3,76.5,1025.95,36.8,462.76,0.556,0
23.8,55.6,1027.14,66.7,472.19,0.619,1
13.6,53.5,1012.96,31.2,499.84,0.313,0
33.6,59.2,1029.9,54.7,451.29,0.719,1
20.7,35.6,1012.1,83.6,484.81,0.629,1
8.8,73.3,999.84,32.4,504.91,0.255,0
19.4,46.3,1013.63,56.5,487.37,0.501,0
20.4,73.7,1007.59,37.2,478.26,0.453,0
30.1,76.2,1013.3,34.1,457.32,0.587,0
12.4,29.6,997.27,56.6,500.03,0.4,0
28.0,66.7,1019.92,70.9,459.11,0.708,1
24.6,79.5,1003.4,46.0,464.53,0.561,0
30.7,44.9,1021.09,54.8,465.27,0.661,1
27.3,49.3,1024.15,79.1,468.64,0.714,1
27.1,47.3,1017.21,60.7,472.87,0.63,1
16.4,46.0,1031.95,37.3,486.28,0.394,0
4.9,51.1,1031.36,53.0,520.83,0.264,0
29.2,37.8,1023.61,65.4,465.76,0.685,1
5.0,70.5,1015.64,74.0,506.26,0.378,0
7.6,29.0,1021.74,85.8,504.56,0.456,0
13.3,66.1,1013.75,33.6,498.53,0.321,0
15.0,58.0,1032.99,75.7,488.98,0.527,0
8.0,73.9,1006.97,63.6,506.12,0.369,0
28.4,51.1,999.13,47.0,471.4,0.593,0
12.9,36.7,1006.31,50.5,501.37,0.379,0
6.5,69.6,993.21,78.5,503.35,0.417,0
13.2,65.8,998.76,69.4,485.5,0.489,0
2.0,65.6,1027.8,29.1,518.19,0.141,0
17.3,40.9,1030.43,75.9,481.26,0.569,0
14.0,38.0,1020.8,98.2,487.01,0.61,1
22.8,65.6,1021.04,44.5,473.15,0.519,0
24.2,42.6,1032.75,86.3,470.91,0.705,1
15.1,39.7,1022.56,92.3,488.27,0.596,0
30.8,70.5,995.21,37.8,459.57,0.605,1
19.5,50.4,1030.51,37.6,488.0,0.425,0
31.0,61.7,995.03,51.8,454.7,0.673,1
30.4,51.8,1020.0,48.9,457.62,0.649,1
13.9,26.4,996.04,39.1,498.57,0.349,0
26.7,60.8,997.17,65.4,459.01,0.673,1
29.0,79.8,993.38,32.6,457.04,0.57,0
3.9,34.9,1003.72,47.9,514.74,0.244,0
13.6,66.1,1031.91,87.8,486.36,0.565,0
32.2,39.1,993.99,94.7,454.87,0.857,1
34.6,53.1,1021.48,61.7,448.88,0.763,1
32.3,74.8,1011.25,56.7,452.62,0.71,1
35.5,58.1,1032.93,87.9,444.7,0.886,1
18.0,51.5,1015.23,57.4,488.9,0.486,0
20.6,74.2,1022.36,52.7,473.59,0.527,0
30.1,80.3,1026.5,50.1,454.03,0.657,1
25.0,43.8,999.4,66.7,462.56,0.652,1
24.0,29.3,1019.03,75.9,471.09,0.661,1
31.8,53.5,1020.26,37.7,457.05,0.62,1
24.4,35.4,1014.28,84.5,469.05,0.704,1
25.5,28.9,992.67,63.6,472.21,0.625,1
21.3,32.9,1008.83,97.1,478.44,0.702,1
11.7,51.6,1019.15,94.6,495.95,0.553,0
13.8,30.4,1031.81,47.2,508.58,0.361,0
2.6,59.2,1019.13,48.6,517.26,0.228,0
5.2,33.2,1019.4,79.4,508.08,0.398,0
7.5,64.8,1029.66,57.1,497.89,0.354,0
12.5,81.2,998.91,80.6,475.75,0.547,0
21.5,41.4,1030.51,76.4,478.58,0.621,1
30.7,63.9,1026.74,100.0,451.76,0.869,1
18.4,60.3,1030.54,54.4,481.31,0.494,0
28.0,79.1,1017.53,57.7,456.54,0.66,1
16.8,53.1,1012.18,60.6,484.26,0.496,0
12.3,78.1,1020.89,89.8,480.01,0.573,0
23.7,62.0,1030.37,66.5,464.0,0.635,1
34.1,32.8,1005.17,89.6,450.72,0.865,1
22.0,50.2,1011.8,77.7,469.84,0.649,1
30.0,79.8,994.18,35.2,456.86,0.592,0
4.0,62.8,999.72,78.6,509.52,0.378,0
19.5,36.3,1008.51,67.0,485.71,0.547,0
11.1,71.2,1026.43,48.1,493.82,0.365,0
19.5,41.7,1025.08,93.8,480.79,0.664,1
25.2,58.7,1002.69,87.5,461.95,0.739,1
20.4,40.5,1006.25,94.9,475.5,0.689,1
21.4,54.9,1013.04,81.2,469.66,0.657,1
27.0,68.5,997.87,42.5,456.9,0.588,0
6.2,71.2,1027.23,71.7,505.43,0.383,0
33.9,47.5,1018.02,75.6,447.29,0.814,1
10.7,79.9,1007.44,66.6,484.43,0.453,0
19.0,74.6,1010.98,49.8,480.54,0.483,0
33.5,77.1,1003.42,100.1,441.2,0.92,1
10.8,49.1,1002.96,92.9,493.82,0.541,0
6.2,36.7,1029.76,67.3,510.83,0.354,0
12.0,34.1,1003.31,94.1,491.19,0.563,0
23.0,61.1,1027.44,57.5,476.0,0.566,0
18.2,76.5,1004.97,61.4,476.45,0.529,0
6.9,27.3,1001.79,31.8,518.83,0.204,0
35.1,45.3,1020.21,54.5,448.85,0.74,1
36.7,72.9,1006.6,41.5,438.14,0.727,1
9.0,75.3,1007.05,85.6,486.83,0.506,0
2.7,64.2,1023.51,32.5,517.37,0.164,0
2.9,57.5,1032.91,84.6,506.49,0.397,0
8.9,42.9,1003.97,78.5,495.12,0.46,0
35.8,44.5,1005.24,49.5,448.65,0.728,1
24.8,28.2,1012.13,89.1,476.82,0.711,1
34.4,36.3,1009.03,65.3,458.09,0.757,1
11.9,36.6,1011.17,62.6,504.43,0.41,0
34.3,26.1,1006.2,26.2,458.37,0.599,0
24.5,27.2,1014.98,79.0,469.08,0.683,1
18.3,27.4,999.25,39.8,492.04,0.413,0
3.9,75.4,1011.38,33.7,503.73,0.21,0
21.5,37.8,1017.68,88.5,476.28,0.673,1
17.7,40.0,1018.24,89.0,476.16,0.635,1
27.3,49.4,1023.75,85.7,462.52,0.753,1
18.3,79.5,1030.47,95.3,470.11,0.679,1
11.7,68.9,1031.43,85.0,480.86,0.545,0
8.3,35.8,1028.08,78.3,504.75,0.434,0
6.5,68.6,1007.46,98.1,497.93,0.507,0
17.1,43.5,1032.41,42.8,492.85,0.41,0
9.7,34.5,1029.92,68.3,503.29,0.411,0
6.8,62.6,1009.99,50.1,504.7,0.304,0
15.4,40.6,1009.12,34.6,496.64,0.352,0
22.1,54.8,1028.16,65.9,474.04,0.594,0
8.3,76.5,1015.52,68.6,493.44,0.418,0
22.7,51.8,1020.72,58.2,479.45,0.559,0
25.8,54.6,1004.6,53.2,465.28,0.602,1
9.3,69.3,1014.94,77.1,498.47,0.452,0
22.7,55.4,996.19,39.5,473.72,0.495,0
33.7,28.7,992.48,52.7,461.41,0.693,1
24.8,32.4,1017.75,45.4,477.04,0.535,0
6.4,55.3,1022.15,30.3,508.6,0.213,0
2.0,68.2,1020.64,70.6,510.24,0.324,0
36.8,67.7,1015.56,74.4,440.47,0.855,1
2.3,66.5,1015.81,52.1,512.22,0.249,0
36.3,75.8,1032.64,28.7,443.47,0.661,1
34.5,42.8,1010.32,36.5,455.11,0.648,1
12.7,36.0,1026.71,48.6,504.55,0.362,0
36.6,53.6,1004.26,82.8,443.47,0.88,1
2.1,79.5,1003.58,51.8,505.95,0.258,0
7.4,51.8,1014.92,69.4,509.69,0.378,0
28.3,74.2,1019.36,90.4,454.89,0.798,1
35.9,75.7,995.29,47.7,444.09,0.731,1
14.9,63.5,1016.56,73.4,486.5,0.522,0
8.6,67.9,1024.31,59.7,494.86,0.383,0
2.3,61.3,1014.27,79.0,513.96,0.353,0
33.5,66.7,995.47,48.5,452.25,0.691,1
6.2,53.9,1025.53,57.1,501.64,0.332,0
11.0,73.1,1018.28,34.6,491.6,0.314,0
28.5,39.0,1005.85,60.1,472.47,0.644,1
22.1,58.0,1024.76,58.0,485.55,0.54,0
33.4,43.3,1004.44,33.7,455.45,0.625,1
32.3,56.0,1029.76,48.2,455.5,0.671,1
16.4,51.7,1016.23,34.0,488.06,0.377,0
14.4,61.1,1007.74,97.2,478.26,0.628,1
33.8,66.3,1022.77,55.6,445.71,0.736,1
23.1,62.0,1015.64,54.5,471.04,0.565,0
31.7,45.3,996.2,89.1,459.2,0.821,1
30.1,39.0,1028.15,76.6,457.28,0.758,1
15.8,80.7,1029.43,66.4,480.52,0.515,0
30.6,80.3,1001.69,57.1,450.26,0.699,1
21.9,46.3,1014.06,63.4,477.19,0.576,0
12.4,67.6,1010.92,89.5,484.54,0.563,0
12.3,29.1,994.9,35.6,502.97,0.31,0
29.4,65.1,996.14,95.8,449.84,0.841,1
7.5,74.8,1017.31,78.0,497.68,0.438,0
5.2,25.4,1023.72,71.1,517.67,0.345,0
15.6,55.7,1022.66,48.0,483.71,0.433,0
28.6,45.5,1026.01,57.2,464.55,0.649,1
14.3,50.1,1029.07,53.3,487.77,0.432,0
10.4,33.7,1030.18,52.9,504.81,0.355,0
14.9,39.3,1025.49,55.2,496.06,0.429,0
24.2,71.1,1010.92,33.3,471.86,0.491,0
4.1,65.6,1013.95,51.2,509.51,0.27,0
30.3,80.5,1008.58,42.7,449.73,0.639,1
23.6,68.2,1015.21,44.2,469.39,0.533,0
9.2,36.2,999.95,44.3,508.18,0.3,0
17.7,29.6,994.98,99.3,482.08,0.664,1
10.6,33.7,1003.23,30.0,507.12,0.26,0
20.0,73.3,996.55,73.8,471.74,0.608,1
21.7,76.5,1021.28,32.7,474.82,0.456,0
10.9,43.0,1026.42,64.0,507.39,0.399,0
9.2,71.0,1014.36,73.8,485.49,0.463,0
31.3,29.4,1021.73,99.9,447.47,0.884,1
26.4,66.5,1020.75,73.7,463.67,0.693,1
3.6,69.1,1015.05,80.4,504.04,0.392,0
14.7,29.4,998.95,61.3,493.22,0.457,0
2.2,77.1,1030.17,60.3,513.73,0.278,0
4.9,51.9,1020.6,95.2,509.3,0.456,0
28.7,41.3,1017.16,77.9,465.23,0.731,1
9.0,27.5,1017.68,84.2,500.6,0.472,0
2.2,76.1,1003.76,43.6,515.34,0.207,0
5.2,28.8,1018.08,35.6,512.27,0.214,0
18.6,62.1,1022.15,75.9,475.82,0.593,0
27.1,54.4,1003.74,94.1,460.27,0.789,1
22.6,77.4,1006.51,95.1,458.29,0.748,1
20.6,70.4,999.72,70.4,474.03,0.596,0
6.7,47.4,1004.51,83.9,508.72,0.43,0
16.4,28.3,1012.12,66.1,493.16,0.495,0
15.5,49.4,1013.61,50.8,495.97,0.419,0
12.0,26.4,1004.68,48.5,502.82,0.358,0
18.2,75.7,1018.9,87.1,480.53,0.624,1
11.9,76.7,1028.98,48.2,495.07,0.371,0
11.2,38.9,992.7,27.8,508.38,0.255,0
12.8,46.6,1027.71,51.4,500.84,0.383,0
24.5,43.6,1027.12,26.5,472.19,0.466,0
21.7,67.0,1027.41,53.1,477.74,0.531,0
16.6,70.9,1013.47,57.5,480.61,0.488,0
11.4,68.1,1012.58,61.2,486.09,0.436,0
21.5,40.0,995.34,71.7,475.68,0.608,1
24.8,49.5,1028.87,65.1,478.82,0.611,1
18.1,46.0,1003.5,38.6,478.38,0.434,0
11.3,59.2,1005.0,32.4,498.88,0.294,0
12.8,28.1,1015.48,43.0,507.09,0.336,0
37.0,63.4,1024.37,28.2,447.45,0.658,1
17.3,40.0,1024.25,33.4,488.28,0.384,0
23.3,72.7,1008.23,45.4,471.9,0.53,0
32.1,56.5,1017.14,30.2,461.89,0.584,0
24.8,65.2,1021.54,90.6,463.71,0.743,1
12.6,49.3,1005.94,96.4,489.3,0.583,0
2.3,79.5,1030.4,56.4,513.48,0.264,0
25.4,53.9,1001.96,88.7,462.26,0.745,1
2.8,50.5,1021.22,30.1,519.17,0.153,0
35.6,57.3,1028.56,80.7,445.47,0.857,1
21.3,65.1,1031.87,50.8,472.41,0.528,0
27.1,27.7,1006.78,80.7,464.99,0.726,1
24.1,72.2,1031.39,49.3,472.24,0.554,0
36.0,55.7,1012.87,68.8,450.28,0.804,1
5.1,28.3,993.93,87.0,507.93,0.427,0
23.0,28.5,1006.9,37.5,484.95,0.468,0
5.6,40.8,1003.95,40.9,514.76,0.235,0
34.5,70.0,1013.64,47.9,448.53,0.708,1
7.6,59.6,1013.53,46.1,503.98,0.299,0
9.6,41.8,1026.83,33.0,509.23,0.257,0
19.9,78.4,994.42,49.5,473.78,0.506,0
2.4,61.8,1007.56,94.6,503.15,0.438,0
26.8,45.6,1018.86,57.9,471.1,0.619,1
11.7,79.0,1026.03,77.1,489.98,0.495,0
36.6,36.3,1014.23,75.2,448.03,0.84,1
10.8,58.8,994.81,93.2,497.28,0.535,0
14.5,48.2,1027.62,46.4,499.28,0.383,0
25.4,67.8,1010.35,82.9,471.92,0.702,1
16.9,39.2,1015.3,46.2,495.19,0.417,0
3.8,74.9,997.39,27.1,509.71,0.17,0
23.5,50.5,1016.66,88.4,475.46,0.697,1
34.5,50.6,994.3,89.0,446.04,0.877,1
24.1,32.3,1025.74,93.8,469.64,0.736,1
24.7,69.5,1024.11,72.6,462.15,0.673,1
13.7,29.0,1032.31,98.8,491.17,0.601,1
11.7,29.0,1014.99,61.2,497.05,0.417,0
16.9,49.1,999.35,79.8,480.0,0.582,0
18.1,72.4,1027.9,71.4,483.34,0.555,0
19.0,32.3,1004.22,82.5,477.44,0.62,1
27.9,27.4,1019.14,58.9,473.08,0.631,1
36.7,81.1,1015.61,41.4,435.56,0.731,1
6.7,78.5,993.27,75.8,499.58,0.416,0
24.8,62.5,1016.14,75.1,473.8,0.661,1
11.4,47.5,1011.05,99.1,491.41,0.577,0
26.4,35.2,1021.38,56.1,475.87,0.598,0
16.1,34.2,1007.71,27.0,492.35,0.338,0
23.2,51.2,992.74,31.1,476.51,0.463,0
20.3,39.7,999.49,97.7,473.48,0.704,1
18.2,65.5,1021.95,42.1,485.25,0.435,0
29.4,55.5,1022.66,28.8,461.23,0.551,0
16.8,63.4,1027.6,36.4,491.28,0.384,0
32.5,64.3,1011.98,35.3,450.25,0.633,1
13.9,54.0,1020.64,45.0,494.06,0.382,0
12.0,67.7,1030.6,44.3,493.46,0.36,0
17.3,46.4,999.99,39.4,481.68,0.421,0
31.6,47.8,1018.88,71.8,460.79,0.747,1
14.2,25.9,1031.13,58.3,497.11,0.432,0
6.5,38.2,1009.52,27.5,507.48,0.206,0
29.5,56.7,1028.67,38.3,457.26,0.597,0
35.7,78.2,1004.19,84.8,441.24,0.883,1
32.9,64.2,1016.77,52.3,456.16,0.692,1
24.7,61.9,999.46,46.4,470.51,0.551,0
17.5,41.9,1032.09,79.2,490.03,0.566,0
16.6,75.3,1026.42,36.9,489.95,0.387,0
28.7,44.3,1032.96,99.5,462.39,0.823,1
37.1,61.5,1025.37,32.4,447.33,0.676,1
19.1,74.2,1000.07,89.6,475.45,0.655,1
5.8,28.6,992.63,59.8,514.25,0.314,0
25.1,35.3,1009.7,38.0,484.85,0.494,0
13.9,27.9,1002.28,86.9,492.56,0.553,0
21.7,72.7,1019.98,64.3,468.09,0.596,0
26.8,72.7,1008.81,58.4,458.69,0.646,1
31.6,27.8,1016.45,99.1,458.5,0.861,1
36.0,31.3,999.65,47.0,461.24,0.695,1
15.0,67.8,998.47,47.8,482.2,0.429,0
12.4,78.6,1008.88,45.4,495.79,0.365,0
24.2,57.6,992.13,33.1,480.95,0.473,0
14.9,61.4,1030.84,65.3,491.76,0.479,0
11.5,48.2,1013.69,87.9,495.07,0.526,0
24.8,51.2,1027.52,40.0,480.42,0.508,0
3.4,47.0,1028.94,81.7,516.88,0.37,0
3.4,44.2,998.97,83.3,511.3,0.387,0
33.3,80.6,1003.3,51.6,448.92,0.709,1
21.2,54.8,997.48,35.6,485.6,0.441,0
13.5,54.9,992.86,72.1,492.1,0.49,0
16.3,58.8,992.34,56.6,492.74,0.457,0
33.8,76.6,1024.1,89.9,451.14,0.863,1
8.5,61.4,1019.19,54.1,500.28,0.348,0
17.7,42.0,1016.52,37.2,493.2,0.394,0
28.7,74.2,1006.47,36.6,461.49,0.573,0
33.8,42.1,1013.36,91.3,445.19,0.88,1
10.5,49.2,1006.05,33.7,501.77,0.285,0
20.3,79.6,1010.93,57.0,476.21,0.534,0
29.4,58.2,996.79,36.4,461.59,0.58,0
31.0,66.3,1009.44,41.8,463.94,0.614,1
11.0,65.8,1027.6,60.4,494.41,0.412,0
14.1,52.0,1002.38,58.9,485.83,0.456,0
13.9,51.8,998.03,72.8,488.11,0.506,0
21.4,72.4,1025.19,73.6,466.19,0.634,1
11.2,27.6,1028.28,95.7,485.4,0.573,0
8.3,41.2,1022.37,88.9,499.0,0.488,0
32.6,52.3,992.93,85.5,447.17,0.84,1
10.9,59.3,1003.35,75.4,490.04,0.479,0
36.7,50.0,1001.38,38.9,448.96,0.694,1
2.2,78.7,1017.54,69.0,503.7,0.332,0
26.9,48.6,1004.85,78.9,470.9,0.705,1
26.3,29.6,1005.14,56.7,467.2,0.617,1
9.4,75.4,995.27,26.7,499.07,0.25,0
12.0,26.6,1023.92,81.3,500.17,0.494,0
12.2,57.5,1014.65,44.3,494.82,0.359,0
2.1,31.2,993.95,91.2,517.37,0.392,0
36.3,37.4,1011.48,29.4,460.18,0.629,1
24.9,63.3,1013.95,76.5,456.8,0.701,1
20.2,71.9,1029.7,81.2,471.76,0.639,1
7.1,52.6,1030.82,61.3,501.09,0.36,0
14.3,56.3,993.32,51.5,488.88,0.423,0
35.1,79.4,1014.94,66.4,443.28,0.798,1
3.7,34.0,1022.11,26.7,520.2,0.146,0
13.9,78.8,1021.06,57.2,483.85,0.451,0
18.3,67.9,1006.45,47.1,482.98,0.461,0
21.2,35.4,993.44,75.6,477.66,0.616,1
18.9,45.4,1023.91,81.4,478.89,0.612,1
14.7,39.3,1010.61,80.7,488.31,0.545,0
20.0,74.3,1004.25,58.6,482.6,0.525,0
15.3,45.9,1031.24,32.2,499.24,0.336,0
19.6,44.7,1026.41,95.6,478.54,0.678,1
34.5,41.8,997.57,82.4,444.51,0.854,1
11.9,31.5,1028.26,90.3,499.39,0.531,0
18.8,57.6,1028.55,97.8,470.47,0.694,1
19.6,69.8,1019.55,79.2,472.0,0.625,1
25.3,57.7,1026.42,92.9,464.09,0.756,1
8.2,35.5,1028.55,33.4,514.68,0.233,0
19.7,51.2,1015.91,65.5,480.71,0.553,0
22.7,51.7,1002.3,57.9,473.65,0.57,0
33.8,44.3,1006.69,26.5,461.44,0.589,0
13.8,26.7,1000.18,58.0,496.5,0.428,0
23.8,33.0,1031.76,71.9,475.19,0.634,1
35.7,74.7,1023.1,43.7,437.28,0.726,1
24.7,42.8,1011.72,32.8,473.25,0.492,0
18.7,76.0,1007.8,34.8,480.21,0.421,0
12.7,35.7,1012.92,34.6,506.32,0.304,0
30.8,60.2,1004.31,61.3,460.93,0.696,1
36.6,48.1,1001.01,43.2,443.52,0.721,1
3.8,26.8,1009.76,88.4,515.97,0.403,0
15.0,45.6,998.3,96.2,487.93,0.611,1
22.5,80.5,993.16,26.4,475.79,0.437,0
12.3,40.9,1026.31,33.6,500.23,0.307,0
34.5,35.3,1032.09,94.9,442.34,0.908,1
26.1,27.9,999.95,46.8,486.57,0.536,0
10.2,51.7,1014.78,76.7,498.98,0.459,0
24.5,74.9,1027.61,34.9,472.82,0.499,0
25.6,51.6,1016.52,56.8,466.08,0.612,1
25.2,53.5,1006.23,74.5,466.51,0.677,1
35.2,59.8,1012.82,83.2,440.85,0.871,1
14.7,40.0,1006.45,45.0,497.39,0.385,0
6.3,39.0,996.76,26.4,517.66,0.178,0
11.5,53.1,1004.1,59.2,495.08,0.411,0
16.8,46.6,1022.35,59.0,487.21,0.483,0
20.9,72.0,1017.55,49.3,470.97,0.521,0
4.7,58.1,1026.5,60.2,511.21,0.309,0
30.9,43.3,1003.26,91.9,454.52,0.833,1
17.3,60.7,992.25,36.8,485.47,0.403,0
36.6,76.1,999.67,34.2,450.39,0.672,1
10.4,41.0,1013.39,47.9,498.96,0.346,0
7.8,57.0,1014.7,27.1,520.1,0.192,0
9.1,59.7,1017.85,67.8,497.84,0.414,0
1.9,38.1,1023.57,63.2,520.04,0.273,0
31.2,32.5,994.21,99.1,460.22,0.853,1
2.2,33.7,1023.66,66.0,518.56,0.29,0
18.5,52.7,1011.73,38.1,487.58,0.417,0
26.8,66.7,1005.47,97.5,452.17,0.816,1
6.4,59.0,1025.84,94.7,499.27,0.489,0
7.0,50.4,1003.78,53.7,511.27,0.308,0
24.6,26.8,992.19,84.5,474.58,0.695,1
3.9,57.0,1010.65,32.3,513.99,0.183,0
23.1,42.0,1002.98,54.1,479.08,0.548,0
6.6,53.3,999.88,80.9,493.65,0.447,0
10.3,46.4,1013.95,67.9,501.37,0.42,0
10.1,54.9,1022.33,76.2,489.85,0.474,0
22.5,51.5,1003.8,74.4,474.42,0.632,1
9.9,34.4,1023.38,100.2,493.87,0.56,0
5.5,59.7,1031.18,63.4,500.98,0.351,0
36.3,71.8,1021.7,39.8,449.97,0.691,1
29.6,69.0,1011.79,47.9,463.81,0.624,1
31.3,61.0,1028.39,36.0,458.34,0.606,1
33.6,50.7,1026.83,36.6,455.25,0.639,1
21.2,63.5,994.11,31.4,489.75,0.416,0
19.1,27.9,1031.73,81.0,481.02,0.609,1
21.5,32.4,1006.98,69.1,480.69,0.587,0
35.3,68.7,1025.59,65.3,447.17,0.788,1
34.4,66.9,1000.77,55.0,445.1,0.741,1
30.6,40.8,1031.63,45.4,466.2,0.62,1
27.7,38.1,999.37,70.9,469.84,0.683,1
12.3,76.6,1023.11,95.9,483.87,0.589,0
3.8,58.0,1029.43,56.7,514.28,0.279,0
14.1,55.5,1025.99,85.0,490.06,0.552,0
22.6,56.3,1019.8,94.3,474.91,0.712,1
18.3,49.5,1020.02,39.3,489.99,0.415,0
20.0,56.9,1009.13,80.3,476.35,0.625,1
24.7,48.1,1032.63,97.4,469.76,0.757,1
24.2,74.1,1005.7,52.5,467.64,0.576,0
36.2,43.6,996.64,47.5,449.22,0.722,1
21.4,32.0,1011.21,65.4,474.79,0.583,0
28.4,65.3,1015.8,57.6,459.32,0.659,1
11.9,33.3,1009.02,99.9,492.27,0.584,0
9.8,54.0,1023.97,92.4,494.92,0.526,0
1.9,64.7,1002.98,49.5,506.17,0.246,0
29.7,59.9,996.4,49.4,460.89,0.637,1
14.9,47.0,1031.31,90.3,486.81,0.589,0
27.2,69.3,1030.06,84.6,457.68,0.757,1
21.1,36.5,1016.21,49.0,482.32,0.499,0
17.2,25.7,1001.95,98.4,485.43,0.649,1
27.6,39.1,1010.28,41.2,475.47,0.553,0
12.6,36.8,994.89,87.2,489.63,0.545,0
12.9,41.0,1027.87,72.9,498.96,0.473,0
29.5,53.4,1024.35,72.5,455.95,0.737,1
19.0,32.5,1017.08,94.0,475.11,0.671,1
6.2,73.8,1024.25,35.1,496.73,0.254,0
32.2,68.0,1001.23,76.2,449.57,0.794,1
5.7,32.3,1008.13,73.1,510.21,0.374,0
3.6,37.0,1008.9,37.2,519.71,0.188,0
12.3,36.9,1026.54,32.7,508.22,0.287,0
11.8,35.8,1001.24,64.2,498.62,0.427,0
36.2,76.1,1012.35,74.6,442.07,0.845,1
23.5,33.4,996.48,42.9,480.17,0.505,0
36.6,37.9,1000.4,40.9,453.96,0.691,1
32.3,80.4,1023.02,55.3,452.54,0.706,1
11.2,49.1,1002.71,78.1,492.11,0.489,0
7.2,68.0,994.87,70.6,492.35,0.416,0
30.2,56.8,1019.82,64.8,460.49,0.705,1
28.8,74.3,1028.12,93.6,456.76,0.812,1
27.3,61.5,1012.68,78.0,468.22,0.711,1
17.5,66.6,996.57,82.5,470.79,0.617,1
27.9,67.1,1003.46,80.3,456.33,0.75,1
10.6,26.4,1018.25,31.4,501.05,0.278,0
17.1,31.0,998.02,73.9,488.91,0.542,0
18.4,74.1,1006.02,55.9,474.53,0.513,0
11.0,28.7,1022.85,69.5,506.23,0.424,0
4.1,58.0,1028.58,35.9,514.59,0.199,0
14.7,50.4,999.52,62.5,486.76,0.476,0
15.8,66.2,994.63,71.9,478.31,0.542,0
29.9,51.3,1004.41,80.9,456.07,0.775,1
3.8,48.0,1002.81,60.5,517.73,0.288,0
31.6,49.6,1022.62,57.5,461.48,0.688,1
26.1,73.1,1008.04,29.0,464.97,0.508,0
17.6,69.4,1016.86,81.8,472.92,0.612,1
11.0,64.7,1006.7,37.4,500.54,0.307,0
14.9,71.0,1006.75,68.6,489.83,0.495,0
7.6,66.7,1001.29,56.2,499.74,0.347,0
